conversion_id,campaign_id,customer_id,conversion_date,conversion_type,conversion_value,attribution_model,time_to_convert_days
445,228,50028,2025-09-21,Add to Cart,2233283.34,First Click,61
446,184,26608,2024-12-25,Purchase,1295246.41,First Click,61
447,253,52932,2025-03-24,Sign Up,2905716.43,Last Click,87
448,237,57373,2024-10-28,Download,2331856.48,Time Decay,66
449,8,33518,2024-05-06,Sign Up,2564882.36,Last Click,54
450,420,56894,2025-02-07,Contact,860666.71,First Click,65
451,339,26392,2025-02-28,Contact,1598299.63,First Click,1
452,7,23157,2024-07-11,Contact,2929469.39,Last Click,90
453,144,21321,2025-07-20,Add to Cart,586091.0,Last Click,13
454,457,51961,2024-10-06,Sign Up,984608.47,Last Click,42
455,183,53454,2024-12-18,Sign Up,755476.08,Time Decay,8
456,178,43939,2025-11-09,Sign Up,2760546.8,Linear,90
457,258,50664,2023-12-02,Download,249798.2,First Click,1
458,195,15207,2024-02-09,Contact,941694.66,First Click,77
459,81,53200,2024-08-12,Download,2175559.74,First Click,85
460,499,42725,2025-03-21,Add to Cart,154133.11,Time Decay,15
461,140,19465,2025-07-29,Purchase,1972966.53,Linear,14
462,464,29126,2024-04-01,Sign Up,1644318.54,First Click,29
463,385,6208,2024-04-20,Purchase,1093269.78,Time Decay,48
464,147,2225,2024-07-01,Purchase,549726.24,First Click,64
465,238,40475,2024-06-18,Purchase,2327417.95,Linear,36
466,281,2870,2024-10-29,Purchase,621971.36,Last Click,47
467,330,32729,2025-04-01,Add to Cart,1696965.86,First Click,70
468,84,39998,2024-06-20,Sign Up,2586615.12,Linear,23
469,307,54145,2023-11-15,Download,268440.7,Last Click,68
470,376,26363,2024-05-21,Download,1336048.83,Linear,34
471,404,4482,2024-03-21,Download,1319118.32,Time Decay,6
472,261,53,2025-04-14,Download,2535782.14,Linear,55
473,141,57661,2025-11-09,Contact,825629.03,Linear,88
474,314,42533,2024-04-30,Purchase,,First Click,62
475,367,2436,2025-04-12,Download,2962714.18,First Click,14
476,321,15648,2025-01-31,Add to Cart,2384451.72,Time Decay,34
477,81,39125,2025-07-22,Contact,1404576.96,Time Decay,1
478,401,50899,2025-04-16,Add to Cart,2935533.8,Time Decay,85
479,490,30017,2025-09-20,Purchase,858413.82,Time Decay,79
480,284,48212,2025-10-19,Add to Cart,1064811.84,Time Decay,71
481,397,4091,2023-12-22,Purchase,943738.2,First Click,13
482,51,14605,2024-01-30,Contact,1991303.56,Linear,27
483,324,46668,2024-02-21,Sign Up,1925878.33,Last Click,55
484,376,30457,2025-05-31,Contact,,Time Decay,77
485,140,15206,2024-12-27,Add to Cart,1153526.13,Time Decay,32
486,315,43947,2023-11-13,Add to Cart,1535958.88,Linear,86
487,8,39877,2024-03-18,Sign Up,2826662.7,Time Decay,8
488,44,58805,2025-01-30,Purchase,801301.29,First Click,84
489,381,34289,2024-10-27,Add to Cart,352655.24,Time Decay,33
490,279,20628,2025-05-17,Purchase,906080.54,First Click,67
491,61,49322,2023-12-26,Purchase,1187242.91,Time Decay,70
492,383,41296,2024-07-09,Contact,1772953.34,First Click,88
493,296,22418,2025-07-16,Add to Cart,1338209.07,Last Click,38
494,324,56393,2024-01-14,Download,1658761.83,Last Click,77
495,64,13104,2024-07-29,Purchase,2246779.19,Last Click,47
496,301,4710,2025-07-03,Add to Cart,1808044.66,First Click,18
497,323,16541,2025-06-20,Contact,1831845.76,Last Click,85
498,58,2323,2025-08-07,Purchase,2892067.66,Time Decay,78
499,225,3575,2024-02-02,Download,1344351.84,Linear,13
500,428,42774,2024-11-03,Download,2149249.53,Linear,16
501,384,30393,2024-02-16,Download,549298.19,Time Decay,12
502,17,40373,2024-02-12,Add to Cart,,Linear,55
503,106,38695,2025-09-21,Download,444422.35,Time Decay,72
504,466,4160,2024-06-08,Add to Cart,1963677.14,First Click,3
505,415,40557,2025-05-10,Download,466941.88,Last Click,32
506,205,26770,2023-11-23,Add to Cart,631240.48,Last Click,64
507,491,24484,2025-07-20,Contact,2632874.63,Last Click,6
508,76,10936,2025-07-16,Contact,2350619.67,Linear,8
509,483,51082,2024-04-18,Purchase,2966058.58,Time Decay,60
510,460,467,2025-02-10,Contact,1838246.06,First Click,6
511,399,11424,2025-02-12,Download,912198.49,Last Click,46
512,44,30721,2024-06-13,Download,2845669.34,Last Click,69
513,326,33280,2025-05-04,Add to Cart,1955521.15,First Click,26
514,37,49934,2024-03-30,Sign Up,2968473.32,Time Decay,90
515,111,3746,2023-12-24,Purchase,2397212.74,Linear,4
516,155,19801,2024-02-05,Download,680343.36,Last Click,34
517,280,45222,2024-06-15,Purchase,1060946.67,Time Decay,77
518,169,44103,2024-01-15,Sign Up,1129405.99,Time Decay,74
519,350,25543,2023-11-21,Contact,352144.23,Time Decay,52
520,208,55876,2024-02-15,Sign Up,1745196.57,Last Click,68
521,481,2977,2024-05-17,Download,159002.9,Last Click,80
522,371,4772,2024-12-21,Add to Cart,738120.69,Linear,82
523,391,838,2024-01-05,Contact,724803.53,Linear,34
524,435,47460,2025-08-15,Add to Cart,2116080.0,First Click,36
525,256,25313,2025-06-14,Sign Up,2458496.86,First Click,61
526,319,36755,2024-10-10,Download,555804.64,First Click,84
527,481,7786,2023-11-14,Sign Up,2198696.67,Time Decay,4
528,400,26433,2023-12-30,Purchase,795291.59,Linear,73
529,435,12008,2025-03-11,Add to Cart,2266939.02,Linear,70
530,400,47642,2025-07-31,Purchase,2205291.38,Time Decay,14
531,294,53815,2025-03-18,Add to Cart,396824.9,First Click,82
532,265,4615,2024-10-06,Purchase,2100955.33,First Click,75
533,265,35314,2025-03-03,Contact,678109.69,Linear,30
534,457,20299,2024-05-24,Sign Up,650196.12,Linear,68
535,434,20071,2024-08-22,Sign Up,2017207.3,Time Decay,17
536,81,35292,2023-11-11,Purchase,469022.91,Linear,54
537,183,38718,2023-12-25,Sign Up,871592.52,Last Click,31
538,384,6562,2024-11-01,Download,1487559.06,Linear,82
539,359,56658,2025-05-11,Sign Up,1290762.11,Last Click,20
540,185,44198,2024-03-21,Sign Up,2307488.05,Last Click,46
541,226,33441,2025-01-05,Sign Up,2899103.61,Linear,6
542,395,3988,2023-12-16,Add to Cart,1298330.68,Time Decay,19
543,194,57461,2025-04-27,Download,88876.94,Time Decay,13
544,339,5988,2025-03-30,Add to Cart,1479870.3,Last Click,43
545,236,15313,2025-03-24,Sign Up,724708.13,Linear,10
546,132,9150,2025-07-03,Download,1395769.82,Time Decay,42
547,252,21021,2024-04-15,Add to Cart,189863.52,Linear,58
548,144,35532,2025-04-01,Download,2030409.4,Last Click,33
549,455,4803,2024-08-29,Sign Up,972031.3,Time Decay,19
550,362,32432,2024-02-03,Contact,2948236.93,Time Decay,55
551,109,4678,2024-03-26,Purchase,1480893.95,Last Click,11
552,141,32326,2024-03-18,Download,713408.08,Time Decay,22
553,258,45986,2025-03-30,Download,1569378.87,Last Click,75
554,108,50010,2024-11-20,Sign Up,1931095.21,Last Click,60
555,217,39744,2025-04-27,Contact,1016335.32,First Click,16
556,65,6387,2024-07-13,Contact,2880576.0,Time Decay,87
557,343,40755,2024-01-26,Sign Up,141821.14,Time Decay,44
558,241,39912,2025-09-23,Sign Up,2840808.25,Last Click,89
559,124,51179,2025-01-08,Contact,1217190.44,Last Click,13
560,367,59987,2025-01-28,Download,1536058.97,Last Click,64
561,30,5910,2023-11-17,Add to Cart,2926713.14,Last Click,19
562,235,21082,2024-09-16,Download,466401.45,Last Click,82
563,54,44902,2025-09-29,Contact,1066566.01,Time Decay,72
564,467,46667,2024-09-18,Contact,2899062.03,First Click,14
565,39,32040,2024-07-01,Download,2737356.67,Time Decay,87
566,209,41214,2024-02-19,Add to Cart,1237666.08,Time Decay,86
567,56,7971,2024-05-07,Download,2250057.42,Time Decay,71
568,496,50158,2024-12-09,Download,1915395.45,Time Decay,48
569,336,11197,2024-01-30,Purchase,1874260.37,Linear,76
570,266,48925,2024-08-03,Add to Cart,1001904.67,Time Decay,35
571,143,58166,2024-05-19,Download,2434340.39,First Click,20
572,223,10893,2025-01-19,Sign Up,1902311.5,Linear,10
573,423,47746,2025-01-15,Purchase,609249.05,Last Click,82
574,220,31375,2023-11-30,Purchase,1604098.05,Time Decay,6
575,499,53417,2025-07-10,Sign Up,434928.09,First Click,46
576,33,4552,2024-06-29,Add to Cart,1614708.2,Time Decay,66
577,49,36055,2024-08-28,Download,364601.63,First Click,70
578,477,42994,2025-10-08,Purchase,2533801.72,Last Click,1
579,26,59382,2024-06-06,Add to Cart,2305571.01,Linear,84
580,485,44349,2024-02-23,Contact,877044.03,Linear,74
581,458,58734,2025-05-17,Download,595430.81,Linear,40
582,186,30044,2025-07-26,Contact,1785412.31,Linear,30
583,212,36325,2024-07-16,Add to Cart,2609581.54,Linear,46
584,452,17225,2025-04-07,Add to Cart,,Last Click,75
585,307,3417,2024-12-31,Contact,2227078.75,Linear,20
586,265,51851,2025-01-12,Add to Cart,1943399.59,Linear,22
587,177,32036,2024-10-09,Sign Up,1784562.25,Time Decay,18
588,347,23144,2025-03-04,Contact,1139322.01,First Click,54
589,263,32956,2024-01-26,Add to Cart,183744.09,Linear,71
590,450,56440,2025-09-27,Purchase,198042.33,Last Click,51
591,322,39339,2025-02-16,Sign Up,2983319.19,First Click,15
592,376,28100,2024-11-27,Purchase,428485.0,First Click,42
593,324,26699,2024-05-11,Download,1020920.48,Linear,6
594,437,50323,2024-02-01,Purchase,81654.32,Last Click,79
595,388,56946,2024-02-25,Download,2999955.78,First Click,83
596,325,8750,2024-09-20,Add to Cart,328511.46,Linear,69
597,52,15572,2025-02-12,Add to Cart,2229125.84,First Click,27
598,325,27494,2025-06-22,Sign Up,1518489.73,Last Click,63
599,194,13480,2024-01-12,Download,1318585.05,Last Click,76
600,403,56228,2024-09-04,Download,434651.91,Time Decay,87
601,363,45491,2025-11-01,Sign Up,841204.43,Time Decay,64
602,123,46446,2025-03-11,Contact,2833393.86,First Click,46
603,252,33794,2025-08-23,Download,1857539.93,Linear,41
604,122,35012,2024-12-16,Download,492707.67,First Click,11
605,491,5962,2024-06-10,Add to Cart,2515442.57,Linear,13
606,194,43915,2023-12-07,Sign Up,,Time Decay,11
607,220,26640,2024-11-20,Purchase,339667.94,First Click,3
608,470,6948,2025-03-18,Purchase,2692820.96,Linear,50
609,342,7750,2025-09-20,Download,589128.83,Last Click,83
610,325,16869,2025-01-16,Contact,59348.3,First Click,53
611,184,40048,2025-01-03,Sign Up,158181.68,Time Decay,47
612,111,10365,2023-12-07,Download,119326.57,Linear,49
613,111,38407,2025-02-08,Purchase,2234438.68,First Click,50
614,489,10020,2024-09-25,Sign Up,1792247.5,Linear,59
615,416,19880,2023-12-13,Sign Up,1072380.56,First Click,61
616,185,16346,2024-05-24,Contact,1621668.56,First Click,76
617,195,8135,2025-07-13,Contact,2469845.8,Linear,0
618,91,20476,2024-07-17,Contact,1988863.56,Linear,15
619,390,6089,2024-06-18,Contact,2887044.1,First Click,19
620,466,30640,2024-07-11,Contact,1165839.2,Linear,9
621,349,37367,2024-12-14,Add to Cart,1086409.49,Time Decay,80
622,83,24918,2025-08-07,Download,145186.5,Time Decay,29
623,122,38608,2024-02-25,Sign Up,604370.83,Last Click,17
624,127,7062,2024-08-09,Sign Up,1732654.24,First Click,14
625,58,18302,2024-07-10,Download,2693842.35,Last Click,7
626,390,25440,2024-11-28,Add to Cart,919696.68,Time Decay,10
627,191,54396,2025-03-11,Purchase,2641469.35,Last Click,62
628,324,5175,2024-05-09,Add to Cart,2960829.25,First Click,37
629,226,15220,2024-06-16,Contact,2042251.49,Time Decay,72
630,309,41775,2024-12-31,Sign Up,319433.61,Linear,18
631,447,43369,2025-11-07,Add to Cart,2492141.64,Time Decay,5
632,357,38571,2024-02-02,Sign Up,2330930.09,First Click,55
633,59,36802,2024-05-24,Download,357411.08,Time Decay,12
634,252,57156,2024-06-04,Add to Cart,1658522.99,Linear,89
635,258,2594,2023-12-05,Add to Cart,1358962.47,Last Click,28
636,103,12124,2024-04-23,Purchase,2854864.19,Time Decay,79
637,341,26937,2025-07-24,Purchase,497897.03,Time Decay,0
638,131,23817,2024-10-25,Download,502782.41,Last Click,3
639,446,45840,2023-11-22,Add to Cart,2555875.32,Linear,0
640,360,45278,2025-03-26,Purchase,1997463.44,Last Click,55
641,32,56244,2024-10-26,Download,2365329.81,First Click,56
642,18,42905,2024-08-24,Purchase,2044505.54,First Click,79
643,104,13040,2023-11-30,Download,217786.69,Time Decay,10
644,167,26303,2024-04-25,Contact,418192.41,Last Click,31
645,468,42610,2025-07-04,Contact,941040.96,Linear,81
646,191,51500,2024-02-23,Download,1949145.84,Time Decay,30
647,344,44287,2025-09-15,Sign Up,2825042.73,Time Decay,35
648,484,17371,2024-08-15,Contact,2238268.31,First Click,12
649,6,43314,2023-11-15,Add to Cart,174843.46,Last Click,0
650,44,9964,2024-11-19,Sign Up,1868274.04,Linear,82
651,280,1925,2024-01-13,Download,1789311.26,First Click,84
652,471,38970,2024-07-14,Add to Cart,1330593.0,First Click,8
653,447,1176,2024-10-23,Contact,783960.35,Linear,62
654,427,43146,2024-02-07,Download,2340132.81,Last Click,11
655,300,55225,2025-01-18,Download,2858234.18,Time Decay,53
656,298,42966,2025-04-27,Purchase,1680834.07,Linear,88
657,150,55119,2025-05-06,Contact,877931.59,Last Click,0
658,24,29421,2024-07-20,Purchase,1592102.37,Time Decay,8
659,321,2548,2025-10-26,Download,183881.09,Last Click,1
660,465,23035,2024-02-11,Purchase,2839439.03,Time Decay,52
661,213,23698,2025-09-11,Add to Cart,775422.69,Time Decay,79
662,261,46490,2024-04-22,Sign Up,1571173.35,Last Click,24
663,103,6476,2025-07-01,Sign Up,1656670.0,Time Decay,54
664,262,27967,2024-09-27,Contact,148459.15,Linear,87
665,23,23247,2023-12-25,Purchase,2093491.29,Linear,47
666,44,20325,2025-10-19,Contact,746376.66,Time Decay,81
667,324,15363,2025-07-12,Contact,2789928.19,First Click,43
668,23,56611,2025-02-22,Add to Cart,794223.86,Time Decay,77
669,397,2230,2025-06-17,Add to Cart,,First Click,35
670,397,19574,2025-01-25,Download,988624.78,Time Decay,23
671,457,4628,2025-04-12,Sign Up,1550976.48,Last Click,69
672,134,13632,2024-03-27,Contact,122008.11,First Click,8
673,487,20417,2025-08-08,Contact,457411.65,Time Decay,68
674,296,37336,2024-11-17,Download,2356915.83,Last Click,29
675,160,53222,2023-12-29,Sign Up,1992840.64,First Click,35
676,239,14587,2025-04-06,Purchase,1735682.68,Last Click,72
677,37,11784,2024-01-25,Add to Cart,1649355.88,Time Decay,67
678,316,52143,2024-09-02,Contact,1703891.66,Last Click,76
679,193,36773,2024-07-20,Sign Up,700078.48,Last Click,80
680,427,15279,2024-03-02,Download,2574904.9,Last Click,77
681,127,10778,2025-10-19,Sign Up,2250906.56,First Click,29
682,372,7766,2024-02-05,Contact,2591425.6,First Click,4
683,338,1716,2024-08-15,Download,1270040.41,Time Decay,72
684,267,38038,2025-06-24,Purchase,2788814.47,Time Decay,83
685,345,29949,2024-02-20,Download,2496408.01,Last Click,31
686,381,23235,2023-12-22,Contact,1739897.39,Time Decay,52
687,367,20724,2024-12-05,Contact,1770130.65,Linear,71
688,262,53904,2024-11-10,Purchase,1979170.4,First Click,56
689,459,41582,2025-04-25,Purchase,1918877.85,Linear,64
690,77,52517,2025-04-28,Purchase,627117.41,Time Decay,70
691,256,22168,2024-06-06,Sign Up,1984507.01,Time Decay,74
692,183,34654,2025-03-31,Contact,988742.65,First Click,47
693,40,2212,2025-10-20,Purchase,1413643.0,Linear,66
694,486,32293,2024-10-21,Download,211725.13,First Click,20
695,450,58112,2024-09-27,Contact,1288529.18,Last Click,5
696,178,10346,2025-02-07,Add to Cart,2957120.7,Linear,86
697,215,10875,2023-12-04,Download,200196.04,Last Click,30
698,408,37471,2024-12-12,Purchase,116805.11,Time Decay,49
699,197,17306,2024-11-22,Download,104771.39,Linear,78
700,409,33498,2024-03-24,Purchase,1044862.74,Time Decay,0
701,407,22281,2024-03-21,Contact,2181912.95,First Click,44
702,373,42093,2024-04-13,Sign Up,2888148.02,Linear,15
703,284,52884,2025-04-29,Sign Up,2945106.71,First Click,86
704,62,29643,2024-10-29,Purchase,1178495.65,Linear,7
705,199,50612,2025-09-17,Sign Up,1491946.19,Linear,28
706,399,3149,2025-09-24,Sign Up,2426639.85,Time Decay,3
707,99,18475,2024-07-14,Download,138972.37,Time Decay,9
708,83,49289,2024-04-29,Purchase,2547695.63,Time Decay,20
709,291,17456,2025-01-20,Download,123128.12,Time Decay,75
710,233,32989,2025-06-03,Sign Up,2932474.04,Linear,76
711,257,50498,2024-07-29,Add to Cart,271810.94,First Click,30
712,100,56940,2024-03-06,Purchase,855324.68,Time Decay,55
713,178,14985,2025-07-26,Add to Cart,2952055.01,Time Decay,54
714,315,803,2024-01-19,Download,1135189.56,First Click,53
715,124,3765,2025-10-28,Download,946855.41,First Click,61
716,431,7244,2025-08-20,Sign Up,2395201.49,First Click,16
717,492,9895,2024-03-31,Sign Up,303733.1,Time Decay,90
718,242,29493,2025-01-12,Download,2742475.3,Linear,51
719,340,48588,2024-08-18,Contact,146585.39,Last Click,62
720,75,9925,2024-11-29,Sign Up,97798.47,Last Click,12
721,6,4946,2025-05-23,Add to Cart,2640461.58,First Click,45
722,43,23992,2025-07-06,Purchase,1619327.19,Linear,44
723,468,19686,2025-10-17,Add to Cart,2833161.49,Time Decay,50
724,186,8983,2024-01-20,Purchase,1456498.57,Last Click,28
725,30,11537,2025-08-24,Contact,1125727.43,Linear,70
726,46,35041,2023-11-20,Sign Up,2357737.28,Linear,66
727,200,48993,2024-07-27,Sign Up,2204826.98,Time Decay,69
728,452,26337,2023-11-30,Contact,466767.42,First Click,82
729,454,46973,2024-03-06,Contact,1793781.52,Linear,61
730,20,20888,2025-11-05,Download,2272854.65,Time Decay,34
731,387,12681,2025-10-15,Download,710820.42,Last Click,47
732,432,7438,2025-09-30,Purchase,2277086.53,First Click,75
733,322,35298,2024-06-06,Purchase,155343.28,Linear,81
734,213,17451,2025-02-16,Purchase,420751.68,Time Decay,64
735,33,35138,2024-12-21,Contact,763197.93,Linear,36
736,336,16787,2024-07-04,Sign Up,711373.08,Time Decay,51
737,180,2439,2024-04-02,Purchase,613225.31,First Click,15
738,467,21505,2024-05-21,Purchase,2698439.64,Time Decay,25
739,422,21900,2024-06-20,Download,2903871.1,Linear,10
740,195,22888,2025-08-19,Sign Up,2033158.12,First Click,41
741,168,12011,2024-12-09,Download,1570128.18,Last Click,12
742,380,18904,2025-03-06,Purchase,1423984.18,Last Click,6
743,164,25978,2025-09-18,Sign Up,964311.27,First Click,40
744,324,23811,2025-08-28,Download,2113403.58,Linear,45
745,415,56118,2024-03-19,Sign Up,2767316.09,Time Decay,75
746,139,29208,2024-04-24,Contact,1348272.27,First Click,45
747,288,1053,2024-12-31,Contact,111986.51,Time Decay,35
748,40,36677,2024-10-17,Contact,253722.43,First Click,55
749,428,30113,2025-05-26,Add to Cart,792057.25,Time Decay,18
750,401,34337,2024-10-05,Purchase,2834262.96,Last Click,47
751,411,34577,2025-10-20,Sign Up,2766420.29,Time Decay,79
752,490,41439,2024-08-28,Sign Up,54613.58,Time Decay,21
753,464,30103,2023-12-30,Add to Cart,2230930.88,First Click,25
754,184,39441,2024-07-04,Sign Up,1476885.27,Linear,30
755,128,48868,2024-01-02,Purchase,2355179.64,Time Decay,13
756,75,36426,2024-12-05,Contact,,Last Click,71
757,243,16709,2024-11-28,Purchase,2864372.67,Last Click,53
758,415,39560,2024-09-29,Add to Cart,1912167.39,Time Decay,27
759,332,5099,2025-06-01,Download,557778.95,First Click,37
760,270,3095,2025-08-01,Contact,2379092.57,Last Click,8
761,468,23324,2025-05-13,Sign Up,1435344.86,First Click,74
762,95,56882,2024-06-30,Download,679338.01,First Click,49
763,48,26388,2024-05-14,Contact,1596674.55,Last Click,30
764,254,46346,2024-09-04,Purchase,1075604.09,First Click,51
765,419,5035,2023-11-13,Contact,1688822.27,First Click,0
766,96,21701,2024-05-17,Download,1086429.98,Linear,32
767,29,40727,2025-02-19,Add to Cart,1281719.81,First Click,2
768,133,3028,2025-04-20,Contact,1789315.11,Linear,2
769,475,43283,2024-01-29,Download,497056.48,Linear,25
770,440,8384,2025-03-13,Contact,188315.7,Linear,0
771,286,29505,2025-05-16,Download,1018303.37,Last Click,53
772,86,53999,2024-12-10,Add to Cart,738194.52,Last Click,55
773,118,23941,2024-12-20,Contact,441972.43,Time Decay,35
774,364,4088,2024-10-17,Purchase,2201247.36,Time Decay,9
775,354,17843,2025-05-10,Add to Cart,1449935.71,Time Decay,57
776,494,51672,2023-11-17,Purchase,2859143.63,Linear,89
777,258,52935,2025-05-31,Add to Cart,2271308.55,Linear,26
778,232,13197,2024-03-04,Contact,1883619.91,First Click,74
779,306,6880,2025-06-02,Purchase,2974351.68,Time Decay,45
780,482,18376,2023-11-20,Sign Up,334025.53,Linear,78
781,335,55093,2024-03-27,Contact,2462573.93,Time Decay,66
782,3,21960,2024-10-18,Purchase,421369.41,Time Decay,15
783,254,4441,2025-11-06,Purchase,1660462.78,Linear,61
784,463,15608,2025-01-01,Contact,2478304.83,Linear,51
785,353,9100,2025-07-19,Purchase,1547464.84,First Click,68
786,148,57236,2025-08-07,Download,155153.36,Time Decay,31
787,277,32853,2024-11-21,Contact,2618394.53,Linear,18
